171,2,3,0,10,3,0,0,0,0
172,0,1,3,10,11,2,3,0,0
173,21,3,12,9,6,2,0,0,0
174,0,3,0,2,4,0,0,0,0
175,2,5,0,5,2,1,13,0,0
176,8,5,21,3,11,7,11,5,5
177,2,0,5,4,4,1,11,0,2
178,0,2,10,1,3,0,2,0,0
179,1,0,0,0,0,0,6,0,19
180,7,0,15,1,5,0,7,2,24
181,2,1,2,4,11,2,1,0,0
182,1,0,0,2,1,0,2,0,16
183,4,0,0,0,2,1,10,0,0
184,0,0,0,5,6,0,1,0,15
185,2,3,7,4,3,4,9,0,14
186,13,3,0,3,4,6,0,0,0
187,7,3,0,1,0,0,8,0,41
188,3,4,27,12,9,0,0,0,0
189,0,4,0,6,6,2,12,0,0
190,1,3,11,11,0,7,10,0,0
191,7,0,0,9,1,0,0,0,0
192,1,5,0,1,5,0,0,0,0
193,1,3,15,0,11,8,1,0,42
194,1,2,3,2,5,0,3,0,0
195,0,5,11,1,8,2,8,0,35
196,2,0,2,3,5,0,0,0,8
197,1,0,0,8,2,0,1,0,5
198,4,3,3,2,6,0,0,0,0
199,2,0,0,1,3,1,0,0,0
200,2,2,26,4,5,0,0,0,0
201,1,5,17,7,4,3,0,3,0
202,1,0,0,4,7,1,1,0,25
203,1,4,0,9,3,4,0,0,0
204,2,1,5,8,1,3,5,5,3
205,0,0,0,3,8,0,1,0,0
206,0,4,6,2,11,1,3,7,
207,0,1,0,9,2,0,6,0,35
208,0,5,14,6,0,3,0,0,0
209,22,4,1,10,7,1,11,0,23
210,0,4,21,2,8,2,4,0,0
211,7,0,0,2,2,4,0,4,0
212,21,0,0,8,5,0,0,0,32
213,22,0,0,5,8,3,0,0,27
214,1,0,11,5,3,1,6,0,40
215,4,0,4,11,4,1,0,0,0
216,2,4,0,3,2,4,0,0,0
217,0,4,0,6,4,2,0,0,0
218,0,0,3,2,0,3,11,0,13
219,0,3,6,3,3,8,9,5,11
220,0,5,6,1,4,2,1,1,42
221,19,1,0,9,7,5,6,0,37
222,0,3,0,7,6,0,0,10,0
223,8,5,3,6,1,0,0,0
224,7,0,0,2,10,0,2,1,11
225,1,0,3,5,2,4,1,0,0
226,19,5,0,9,4,1,3,0,15
227,0,3,0,3,5,0,3,3,17
228,8,4,0,1,6,4,4,3,18
229,21,3,13,0,8,0,1,0,11
230,0,1,9,10,2,1,0,22
231,22,2,0,4,4,1,0,44
232,4,0,22,4,8,2,8,0,29
233,0,0,0,6,0,1,6,0,26
234,2,2,3,6,4,7,0,0,24
235,0,4,6,4,0,1,4,0,18
236,0,5,0,1,5,8,0,52
237,2,4,26,1,3,0,0,0,17
238,0,1,0,6,2,0,0,0,0
239,2,3,0,7,4,1,0,4,8
240,1,0,9,0,3,3,7,0,10
241,1,0,13,4,1,0,8,6,0
242,1,0,0,5,8,2,0,0,
243,0,0,17,2,2,3,11,0,0
244,1,4,5,1,6,13,0,0
245,0,0,0,2,0,1,0,0,8
246,2,0,0,9,4,0,15,0,37
247,2,2,12,2,6,0,12,0,0
248,1,0,7,0,0,4,0,0
249,1,0,10,1,8,3,6,0,0
250,23,2,5,11,4,4,0,0,32
251,0,0,23,2,5,0,0,0,11
252,3,5,22,1,3,2,0,0,26
253,2,3,18,3,3,0,0,0,0
254,25,4,1,11,11,0,5,0,17
255,2,4,7,8,5,0,0,0,0
256,29,5,0,1,5,0,0,0,0
257,2,3,4,0,1,6,0,4
258,0,3,12,5,0,1,5,1,5
259,0,3,0,2,6,3,6,0,17
260,0,1,21,3,1,2,3,0,2
261,1,0,18,2,4,0,0,0,0
262,3,4,1,0,0,0,9,0,40
263,0,4,11,3,11,0,0,0,4
264,21,4,21,3,4,0,0,5,0
265,0,4,22,0,5,0,0,0,0
266,8,1,0,0,0,0,0,0,0
267,1,0,11,2,4,0,1,0,45
268,2,0,9,7,0,2,0,3,0
269,1,0,21,6,0,0,0,0,40
270,2,0,0,8,0,2,1,0,
271,2,0,14,4,8,3,0,0,5
272,0,2,0,2,4,1,0,0,12
273,8,3,0,1,7,0,1,0,0
274,2,0,1,0,0,7,0,0,0
275,8,2,0,3,0,1,0,0,3
276,2,4,27,12,9,0,0,0,0
277,0,1,3,1,1,0,9,2,0
278,3,4,22,0,0,4,12,0,3
279,8,5,7,4,0,3,5,10,4
280,1,4,0,6,0,0,9,0,34
281,2,5,6,0,6,0,0,0,0
282,3,5,13,4,8,2,4,7,2
283,3,2,6,0,7,1,12,0,24
284,24,0,0,1,1,0,1,0,29
285,1,2,0,6,3,0,0,0,0
286,0,3,0,4,0,2,11,0,32
287,0,0,0,6,3,0,0,0,0
288,8,0,26,1,5,0,0,0,12
289,8,4,18,1,1,0,4,1,32
290,4,3,14,5,8,0,0,0,3
291,22,0,0,5,3,1,4,0,0
292,29,1,0,0,0,0,0,42
293,22,1,6,5,0,6,1,0,0
294,1,1,3,4,2,0,0,0,37
295,28,0,12,4,11,3,2,0,42
296,1,5,10,5,4,0,3,0,0
297,2,4,9,1,2,1,5,0,0
298,23,0,25,6,11,0,1,0,49
299,0,5,0,4,1,6,3,0,0
300,23,0,5,3,3,3,0,0,
301,8,4,22,9,3,1,0,0,3
302,8,0,18,4,0,0,1,0,12
303,8,0,0,3,7,1,2,2,0
304,19,4,0,7,0,0,0,0
305,0,4,0,2,3,0,0,0,0
306,2,0,4,8,4,0,0,1,37
307,3,0,11,10,0,0,0,0
308,2,0,4,1,1,4,0,45
309,1,0,14,3,7,0,13,0,0
310,2,0,4,6,1,3,10,0,0
311,26,0,0,7,7,1,1,4,38
312,1,3,1,8,3,0,0,23
313,19,4,15,2,2,4,1,0,
314,0,3,27,12,9,0,0,0,36
315,2,0,10,7,4,1,9,0,0
316,2,0,7,1,3,1,0,4,28
317,2,0,0,3,5,0,1,0,7
318,4,0,1,2,5,0,1,0,7
319,8,4,16,2,9,0,3,0,8
320,3,3,15,5,2,0,0,0,40
321,0,0,0,3,5,0,0,7,6
322,20,0,10,9,2,2,0,0,0
323,1,4,10,0,8,4,2,0,34
324,2,0,3,1,1,0,4,0,31
325,3,1,3,3,1,9,0,0
326,0,1,11,11,0,0,2,0,6
327,1,5,0,0,7,1,0,0,42
328,1,0,0,5,3,0,5,5,4
329,2,0,0,0,0,0,0,0,9
330,2,1,0,1,3,2,1,7,0
331,19,0,5,10,0,0,0,0
332,2,3,14,2,1,0,11,0,0
333,2,0,14,5,5,0,10,0,43
334,0,2,9,4,1,1,0,4,18
335,21,5,10,8,8,1,11,4,0
336,8,2,0,5,8,0,0,0,0
337,13,0,7,11,1,4,13,0,
338,1,2,1,1,6,0,1,0,0
339,1,0,0,5,4,1,0,0,0
340,1,3,0,9,9,0,14,0,0
341,0,4,1,0,0,5,0,0,0
342,0,2,0,7,8,0,0,0,0
343,0,0,6,3,2,0,12,0,6
344,8,0,0,2,6,3,0,3,8
345,2,5,0,8,1,3,0,40
346,7,1,16,6,9,0,0,0,6
347,0,3,0,2,3,2,8,0,0
348,1,0,17,2,4,3,9,0,0
349,4,0,6,11,1,5,0,8,0
350,8,3,0,1,8,0,0,0
351,8,4,2,9,3,8,0,0,0
352,2,0,14,5,9,0,14,0,23
353,0,0,17,10,3,3,1,10,0
354,3,4,0,4,5,0,1,0,41
355,21,2,15,2,0,5,0,6,0
356,0,2,3,3,1,0,0,0,22
357,21,5,0,3,0,1,0,0,19
358,4,0,0,5,0,0,0,0,0
359,2,5,0,0,4,1,1,0,0
360,13,3,0,11,2,0,3,0,0
361,2,0,1,6,0,0,5,0,17
362,3,1,0,2,2,0,2,5,39
363,31,0,16,11,9,0,1,0,45
364,0,4,4,0,0,0,8,0,0
365,2,1,3,11,6,1,1,7,25
366,8,5,0,5,4,3,3,0,0
367,1,4,17,2,10,0,0,0,17
368,2,0,14,5,4,3,0,0,15
369,0,0,0,4,7,2,11,0,46
370,2,2,7,3,4,8,4,0,2
371,0,0,5,2,0,6,4,0,0
372,21,0,2,10,7,0,10,0,0
373,2,4,0,1,12,0,0,0,48
374,2,1,6,1,0,0,11,0,0
375,0,0,18,4,4,1,1,0,0
376,20,5,0,5,2,3,0,0,0
377,2,4,7,4,1,0,2,0,0
378,0,2,0,1,0,7,10,2,35
379,0,0,0,9,5,0,0,0,13
380,2,4,0,3,0,2,0,0,14
381,20,0,3,2,2,4,12,10,4
382,2,5,0,2,7,0,0,0,31
383,2,4,0,6,5,0,0,0,0
384,7,3,0,8,8,1,0,0,32
385,0,3,0,7,0,6,10,0,0
386,13,4,5,2,4,0,1,0,33
387,28,2,0,1,0,0,0,0,0
388,1,5,7,1,5,0,1,2,0
389,21,0,7,2,0,4,11,0,5
390,0,1,22,3,0,1,0,0,0
391,4,1,0,6,0,1,0,0,16
392,1,1,17,4,0,8,8,6,24
393,4,5,22,2,1,1,1,0,18
394,1,0,21,4,3,0,5,0,0
395,1,0,0,1,0,3,0,0,27
396,3,0,0,2,3,2,8,0,0
397,1,0,0,3,7,1,0,0,2
398,2,4,13,0,10,1,0,0,0
399,8,0,0,4,3,12,0,40
400,2,1,12,2,10,0,12,2,0
401,1,5,6,1,3,0,0,0,17
402,21,0,0,11,5,0,0,0,0
403,8,3,1,11,0,2,12,1,29
404,1,4,17,3,1,0,5,0,0
405,3,2,0,9,4,1,9,0,30
406,2,2,0,0,0,2,0,0,26
407,0,2,0,9,6,0,9,0,0
408,0,3,0,5,7,0,7,0,42
409,0,0,0,1,0,6,1,0,16
410,0,3,0,2,0,4,1,0,41
411,0,0,0,2,7,0,4,0,0
412,8,1,9,2,5,0,0,0,0
413,2,4,11,1,2,4,0,0,32
414,2,2,13,2,5,0,0,0,4
415,22,0,6,5,0,13,0,
416,0,1,15,4,7,2,0,0,0
417,1,0,4,1,7,0,12,1,20
418,1,3,4,2,0,2,1,0,
419,20,5,0,10,8,4,0,0,0
420,2,0,4,0,0,1,6,0,28
421,1,3,7,0,0,0,1,0,11
422,8,0,2,2,0,0,13,0,0
423,1,0,0,0,2,0,0,0,54
424,21,0,15,3,11,0,1,0,0
425,0,2,9,4,7,0,0,0,0
426,4,3,27,12,9,0,0,0,0
427,23,4,0,4,7,1,0,0,55
428,0,3,0,0,4,0,10,0,35
429,23,0,23,10,3,2,3,0,3
430,2,3,18,1,0,2,2,0,38
431,8,3,23,1,4,0,0,0,0
432,0,2,3,5,7,0,9,0,34
433,2,1,0,5,6,3,3,0,51
434,8,4,0,8,2,0,7,0,27
435,2,5,0,4,8,4,9,0,4
436,1,5,0,1,1,0,1,0,0
437,1,4,11,4,0,10,0,0
438,4,5,0,4,0,1,0,0,28
439,1,3,3,1,1,0,0,1,0
440,4,1,0,5,3,0,0,0,41
441,1,3,0,6,8,0,0,0,0
442,1,0,0,7,0,1,1,4,0
443,1,0,6,6,2,0,0,0
444,19,5,4,9,8,0,1,0,0
445,1,2,25,5,2,3,4,0,0
446,19,1,0,3,8,1,1,0,0
447,1,0,17,6,0,0,12,0,37
448,19,0,0,3,4,0,1,0,0
449,2,2,10,4,8,3,9,6,0
450,2,1,0,3,4,1,2,0,52
451,7,3,0,2,6,0,1,0,4
452,3,2,0,7,3,3,0,0,10
453,0,0,10,1,1,0,9
454,1,3,22,5,0,0,1,1,17
455,0,1,0,6,2,1,6,0,9
456,2,1,11,6,3,0,11,6,0
457,1,0,17,5,5,0,0,0,0
458,24,4,0,8,1,0,0,56
459,2,5,12,0,2,0,0,0,0
460,2,0,0,4,8,2,0,0,2
461,7,1,0,2,5,0,0,0,0
462,3,2,3,1,0,2,0,0,0
463,0,5,15,2,8,0,0,0,
464,1,0,0,6,8,2,1,0,9
465,3,3,6,8,4,0,0,0,9
466,0,2,17,8,3,2,1,0,0
467,2,0,2,1,2,1,0,0,40
468,28,4,0,4,2,3,0,0,
469,3,0,0,5,4,8,1,0,38
470,0,4,0,4,5,0,1,0,0
471,4,3,0,1,0,0,4,0,0
472,1,5,22,6,11,1,0,0,0
473,28,0,0,2,1,0,0,0,0
474,8,5,0,9,4,0,0,0,0
475,4,5,7,7,2,0,0,0,0
476,2,4,0,11,3,0,4,0,0
477,2,0,0,3,2,8,0,5,46
478,13,1,0,9,3,4,13,0,34
479,1,4,0,4,1,1,2,5,35
480,3,0,0,11,0,0,0,0,0
481,8,2,9,1,2,3,7,0,12
482,0,5,0,1,4,2,11,0,0
483,19,1,21,6,7,1,0,0,0
484,21,5,7,8,1,3,8,0,0
485,3,3,15,4,8,4,12,0,0
486,2,0,12,0,1,0,2,0,18
487,1,4,0,0,0,1,2,0,23
488,0,3,0,0,4,0,2,0,0
489,0,5,9,2,3,1,12,0,7
490,19,5,13,5,5,0,1,0,36
491,21,0,17,6,6,4,11,4,43
492,2,5,25,4,0,3,0,0,8
493,22,5,12,1,8,0,0,0,3
494,2,1,0,6,0,3,7,7,0
495,2,0,0,9,0,0,0,0,42
496,1,0,0,1,7,0,13,7,26
497,0,0,7,3,5,0,2,0,7
498,2,0,9,0,8,1,9,7,0
499,3,0,4,10,0,11,0,2
500,1,0,10,3,1,0,1,0,0
501,2,5,3,11,4,3,1,0,9
502,0,2,0,2,0,0,0,0,0
503,1,0,15,9,3,0,0,0,30
504,0,5,9,4,1,2,2,0,24
505,8,4,17,0,3,1,6,0,12
506,0,0,7,1,1,0,0,0,28
507,4,4,4,2,8,2,4,2,0
508,0,2,17,3,2,3,5,0,0
509,1,2,3,4,1,4,3,0,0
510,20,0,0,4,1,1,0,0,
511,3,4,6,4,1,2,0,0,3
512,2,0,14,4,0,3,9,0,0
513,8,1,0,1,0,4,1,0,19
514,4,0,1,0,1,1,0,0,31
515,1,1,10,3,7,6,4,0,0
516,1,4,21,2,8,2,5,0,0
517,23,0,7,6,8,0,0,0,
518,0,0,0,0,4,1,0,0,30
519,0,4,14,7,6,0,0,0,10
520,8,0,0,1,2,1,0,0,0
521,0,2,0,1,8,3,11,0,17
522,13,5,21,3,7,2,1,0,12
523,0,0,0,1,4,1,9,0,44
524,0,0,2,0,0,1,0,0,0
525,0,3,18,4,5,0,8,0,43
526,3,0,12,8,1,4,13,0,52
527,25,3,16,9,0,1,0,0
528,2,3,10,5,4,1,8,0,10
529,13,3,17,5,4,0,0,0,0
530,20,4,26,2,0,0,10,0,39
531,21,2,0,7,6,4,1,0,21
532,1,4,0,5,1,0,15,6,30
533,0,0,11,7,1,0,2,0,0
534,8,0,12,11,7,7,1,0,37
535,2,0,0,0,1,1,1,5,0
536,20,5,2,8,0,3,7,0,0
537,8,1,4,6,2,1,3,0,2
538,1,2,26,5,5,0,0,0,0
539,2,1,9,4,0,3,6,0,0
540,19,0,5,8,1,7,10,0,42
541,0,1,0,5,4,3,5,0,21
542,13,1,3,2,10,0,0,0,0
543,13,3,6,8,1,0,0,10,42
544,2,0,0,2,5,0,0,0,0
545,24,5,0,0,0,1,0,37
546,19,3,3,0,1,0,0,0,3
547,1,1,7,0,0,5,1,4,8
548,2,0,14,0,1,3,1,0,44
549,1,1,0,4,0,7,7,0
550,1,0,0,9,2,1,9,0,28
551,1,0,3,6,5,0,2,0,0
552,2,0,6,2,2,0,0,0,18
553,0,5,0,11,5,0,1,0,0
554,2,2,7,1,0,1,5,5,20
555,1,2,4,3,1,1,7,0,0
556,20,4,0,6,0,2,0,10,3
557,8,0,0,1,10,1,11,0,9
558,1,0,11,6,1,8,0,9
559,23,0,7,9,3,1,0,0,42
560,0,4,0,6,2,3,12,0,19
561,0,3,11,0,4,6,0,0,0
562,0,0,0,0,3,1,0,3
563,0,0,17,6,0,3,7,8,4
564,19,4,0,3,2,0,0,0,27
565,20,4,0,0,4,0,0,0,14
566,2,0,0,0,0,7,1,0,0
567,3,1,9,5,7,6,8,0,48
568,2,0,0,11,1,0,0,0,19
569,2,3,7,3,3,1,11,0,31
570,7,0,0,9,4,0,8,0,42
571,8,0,11,10,0,11,0,11
572,2,5,14,6,1,5,0,0,0
573,0,3,17,9,4,1,4,0,35
574,1,1,0,4,1,0,0,0,0
575,2,0,0,3,10,0,0,0,15
576,1,3,9,2,5,0,7,0,12
577,1,0,4,5,4,0,2,0,26
578,23,2,0,1,2,6,13,0,56
579,3,4,12,11,0,0,3,0,42
580,1,0,0,7,3,2,6,0,7
581,2,5,14,1,4,3,12,0,30
582,0,5,7,6,1,1,3,0,5
583,0,5,11,1,4,1,4,0,25
584,29,0,25,6,11,0,7,0,0
585,20,0,6,3,3,1,0,20
586,4,3,2,9,6,6,1,0,26
587,1,3,0,1,1,4,6,0,0
588,2,0,1,2,7,2,6,0,24
589,2,0,7,9,1,2,0,0,0
590,23,2,0,5,2,2,1,0,0
591,26,4,12,0,0,4,0,0,0
592,1,5,27,12,9,0,0,0,36
593,3,3,2,5,0,1,0,0,0
594,1,1,1,2,0,0,8,4,0
595,0,4,0,7,5,0,0,0,0
596,13,0,0,8,10,4,1,0,0
597,2,0,7,0,0,2,2,0,12
598,0,4,0,3,5,0,6,0,42
599,2,0,12,5,3,5,3,2,20
600,1,2,0,2,0,0,2,0,16
601,26,0,3,11,2,3,3,3,
602,0,1,23,6,3,2,0,6,0
603,0,4,3,6,0,0,15,0,4
604,1,3,11,4,5,0,1,2,0
605,21,0,0,6,1,0,0,0,0
606,0,0,17,3,2,0,1,0,22
607,2,5,0,8,3,1,0,0,8
608,7,0,0,6,0,1,12,0,0
609,1,0,26,8,6,0,1,1,11
610,1,0,0,5,2,0,0,1,32
611,2,4,5,9,0,3,10,0,5
612,2,3,5,4,0,8,0,0,40
613,8,3,0,9,10,0,0,0,20
614,0,0,0,4,5,0,0,0,41
615,2,4,0,9,10,2,0,6,2
616,2,0,0,5,1,1,1,0,
617,1,0,13,1,1,0,12,0,0
618,0,2,13,2,0,3,0,0,10
619,1,2,0,7,4,0,12,2,0
620,2,4,21,6,6,1,1,6,0
621,2,0,17,3,4,3,0,0,26
622,2,5,0,3,3,3,0,0,19
623,1,5,6,2,4,0,9,0,0
624,4,3,0,1,3,1,0,0,4
625,0,0,0,2,10,1,0,0,18
626,0,0,11,3,1,3,0,0
627,19,0,0,9,3,4,1,0,28
628,8,2,0,0,5,0,11,0,12
629,0,2,27,12,9,0,0,0,0
630,1,0,0,0,4,1,1,0,0
631,0,0,0,11,8,0,2,0,22
632,0,1,0,6,8,0,0,0,0
633,2,3,4,2,0,5,0,5
634,1,4,7,6,10,3,0,0,15
635,0,5,0,8,4,0,0,0,9
636,8,2,0,11,5,0,9,0,37
637,0,0,0,2,1,8,1,0,11
638,3,3,11,4,5,0,1,0,0
639,1,3,0,6,6,1,9,0,33
640,3,0,2,0,0,1,1,0,37
641,2,3,0,5,7,0,0,0,0
642,22,3,0,5,11,2,1,0,9
643,3,0,0,5,0,5,0,7,29
644,0,3,0,2,1,0,1,0,0
645,2,3,14,3,0,5,0,0,31
646,25,5,0,1,0,6,7,42
647,1,0,0,0,2,1,4,1,0
648,2,3,25,9,8,1,1,0,0
649,8,0,13,3,4,0,0,0,34
650,3,2,1,3,2,2,0,0,32
651,0,0,0,5,4,1,5,0,41
652,2,0,29,7,11,0,1,4,51
653,0,4,5,1,4,1,0,0,16
654,28,2,2,2,3,0,0,32
655,8,0,0,0,8,0,0,0,0
656,8,3,1,2,0,4,0,0,8
657,28,0,0,10,8,1,1,0,52
658,2,2,1,10,1,0,10,0,0
659,1,1,6,4,4,2,9,0,0
660,20,3,8,2,0,4,0,26
661,1,5,0,7,0,1,0,0,16
662,2,5,0,1,0,0,2,0,35
663,2,2,18,6,3,3,1,0,0
664,25,0,22,4,5,0,0,0,0
665,1,5,0,5,3,0,1,0,0
666,2,1,2,3,5,0,9,0,0
667,21,2,0,8,1,0,0,0,0
668,3,1,0,1,3,6,12,0,0
669,1,4,0,5,5,0,0,0,30
670,3,0,0,11,1,1,0,0,39
671,0,0,3,1,8,3,6,0,0
672,2,1,12,2,7,0,0,0,32
673,1,0,2,8,10,0,0,0,0
674,1,5,15,9,4,5,7,0,42
675,23,2,14,5,0,0,1,0,5
676,1,3,12,0,3,1,7,0,53
677,7,0,4,2,0,1,0,0,20
678,0,5,0,6,3,2,0,0,0
679,8,0,0,9,11,1,0,0,42
680,0,0,15,4,0,7,10,0,42
681,3,0,21,9,5,0,5,0,0
682,3,0,2,4,5,0,5,0,15
683,7,0,7,2,1,2,3,0,40
684,0,3,0,4,6,2,0,0,44
685,4,0,6,10,0,6,0,39
686,2,5,3,2,4,0,11,0,12
687,26,3,25,2,6,2,4,0,0
688,0,5,0,10,10,1,1,8,0
689,3,4,15,11,6,0,0,0,0
690,1,1,0,1,2,2,0,0,8
691,1,0,4,6,3,1,0,0,0
692,2,3,22,2,5,0,5,0,53
693,3,1,17,4,8,0,0,0,0
694,8,5,0,4,4,0,0,0,0
695,0,2,0,0,0,1,13,4,17
696,0,5,26,6,1,0,1,0,0
697,0,2,14,4,3,0,5,0,0
698,19,0,0,9,11,2,4,0,
699,0,0,13,4,0,2,9,0,6
700,0,0,13,8,8,0,2,0,19
701,13,0,23,0,4,2,6,2,35
702,21,0,17,8,0,4,2,1,29
703,2,0,14,3,0,1,0,0,0
704,0,5,2,11,0,6,1,0,37
705,1,0,5,2,0,0,0,41
706,2,0,30,6,4,0,3,0,0
